PDB ID,Angle Alpha,Angle Beta,Angle Gamma,Length A,Length B,Length C,Space Group,Z-number
"3KLL","73.44","78.57","86.34","58.17","65.85","82.32","P 1","1"
"3KNF","106.58","102.29","90.91","52.32","53.71","90.53","P 1","6"
"3KNP","105.90","103.10","98.70","58.81","55.17","92.52","P 1","6"
"3KO2","81.66","70.00","89.48","49.03","70.01","72.26","P 1","4"
"3KO3","72.52","77.85","88.92","51.79","53.24","91.79","P 1","6"
"3KO4","72.86","76.45","88.32","51.17","53.01","90.43","P 1","6"
"3KO5","106.19","101.46","91.09","51.91","53.17","91.43","P 1","6"
"3KO7","74.80","75.45","86.07","51.90","53.24","91.09","P 1","6"
"3KO9","106.94","101.63","94.49","52.25","54.86","92.42","P 1","6"
"3KOB","106.86","102.10","94.35","51.95","54.66","92.62","P 1","6"
"3KOC","107.07","101.84","94.81","52.05","55.01","93.24","P 1","6"
"3KOD","106.86","101.86","94.45","52.28","55.15","92.54","P 1","6"
"3KPB","80.11","75.85","64.04","46.99","49.70","59.12","P 1","4"
"3KQU","90.00","90.00","119.97","116.53","116.47","71.11","P 1","6"
"3KRY","92.42","94.23","104.94","36.32","70.02","69.09","P 1","4"
"3KSE","118.07","98.04","98.04","35.23","83.95","83.91","P 1","3"
"3KSM","103.49","90.49","91.06","37.44","47.71","79.72","P 1","2"
"3KTK","71.51","73.89","77.30","97.17","97.24","100.04","P 1","14"
"3KUS","100.12","92.26","98.90","26.40","31.61","48.21","P 1","2"
"3KUT","100.29","90.37","99.05","26.31","31.75","48.45","P 1","2"
"3KWN","70.75","71.79","73.21","37.02","52.97","58.58","P 1","2"
"3KYI","78.81","86.57","80.87","33.17","43.43","48.65","P 1","1"
"3KYM","61.46","79.29","87.59","91.67","109.54","118.43","P 1","8"
"3L0G","113.01","91.82","111.68","60.53","77.32","78.32","P 1","4"
"3L1W","89.88","89.79","60.07","68.57","68.56","104.25","P 1","6"
"3L49","106.41","115.49","96.71","67.31","75.71","77.44","P 1","4"
"3L4M","109.94","91.54","105.78","55.53","83.52","107.78","P 1","2"
"3L4O","109.94","91.54","105.78","55.53","83.52","107.78","P 1","2"
"3L6V","79.00","79.78","69.62","52.49","58.97","74.42","P 1","2"
"3L89","90.01","90.10","104.70","94.53","107.71","154.10","P 1","12"
"3L8H","90.48","97.54","92.02","38.07","58.39","85.72","P 1","4"
"3L8Q","100.25","94.26","112.15","59.22","73.91","90.79","P 1","4"
"3LAW","71.24","85.97","85.91","35.55","89.33","89.38","P 1","5"
"3LB0","93.95","101.19","105.49","36.89","45.85","80.82","P 1","2"
"3LBF","74.00","74.70","85.57","52.30","55.06","67.49","P 1","4"
"3LEN","75.81","67.58","77.32","40.00","47.07","47.41","P 1","1"
"3LES","78.03","89.83","87.57","37.26","49.99","57.57","P 1","2"
"3LEX","90.08","90.02","90.29","34.54","70.96","78.26","P 1","2"
"3LFX","93.03","115.06","102.97","92.28","94.56","106.39","P 1","8"
"3LGD","113.38","94.18","92.16","63.21","73.10","80.66","P 1","2"
"3LGG","113.55","94.89","91.53","63.25","72.99","80.54","P 1","2"
"3LJB","65.82","88.47","74.87","50.15","57.37","57.49","P 1","2"
"3LJQ","81.47","90.21","104.93","46.06","52.53","61.93","P 1","2"
"3LK4","90.00","89.99","90.00","59.73","142.34","193.00","P 1","12"
"3LK6","90.11","90.05","89.94","56.31","99.15","139.86","P 1","4"
"3LKZ","112.01","102.65","90.19","39.36","65.74","77.12","P 1","2"
"3LL3","84.75","86.32","77.95","57.89","73.06","82.87","P 1","2"
"3LM2","97.98","104.64","109.97","47.91","49.60","57.33","P 1","2"
"3LM8","82.89","82.02","87.61","48.94","62.15","84.16","P 1","4"
"3LMT","102.80","105.90","99.60","55.34","57.88","91.63","P 1","6"
"3LMV","75.40","74.20","86.10","51.65","52.95","89.68","P 1","6"
"3LNF","70.58","88.13","75.50","45.11","47.38","69.90","P 1","2"
"3LO3","66.02","80.80","79.42","55.68","109.50","126.51","P 1","28"
"3LOK","78.49","88.33","90.00","42.09","63.26","74.22","P 1","2"
"3LOS","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3LPA","97.79","115.24","113.86","43.06","45.98","47.24","P 1","1"
"3LPC","98.40","113.98","114.61","42.67","45.82","45.75","P 1","1"
"3LPD","98.00","115.13","113.41","42.94","45.65","47.25","P 1","1"
"3LPV","80.06","84.09","81.77","31.30","35.42","45.13","P 1","2"
"3LQ9","77.56","89.08","86.18","33.33","36.59","47.97","P 1","2"
"3LRC","80.03","74.34","68.83","81.88","111.67","113.76","P 1","4"
"3LRJ","75.92","85.88","76.19","50.37","50.53","76.20","P 1","4"
"3LSU","109.36","106.35","109.68","63.66","64.93","66.55","P 1","4"
"3LT3","101.68","97.56","105.05","42.60","44.21","53.36","P 1","2"
"3LU6","74.51","86.57","74.47","58.56","59.87","95.57","P 1","2"
"3LU7","75.30","87.86","75.51","58.54","59.19","95.60","P 1","2"
"3LU8","75.42","88.06","76.91","58.78","59.03","96.18","P 1","2"
"3LU9","76.39","83.93","73.74","46.33","50.17","85.50","P 1","2"
"3LUC","85.69","72.20","83.86","39.99","46.77","66.44","P 1","3"
"3LUD","86.36","72.71","83.59","40.52","47.39","66.39","P 1","3"
"3LUF","75.39","80.99","77.41","41.19","53.70","57.89","P 1","2"
"3LUG","86.06","72.80","83.18","40.50","47.31","66.40","P 1","3"
"3LUH","86.06","72.77","83.70","40.43","46.97","66.35","P 1","3"
"3LUJ","86.08","72.99","83.78","40.67","47.09","66.39","P 1","3"
"3LUK","85.90","72.84","82.86","40.80","47.85","66.85","P 1","3"
"3LVU","82.63","80.29","77.42","47.38","75.52","78.48","P 1","4"
"3LVZ","78.92","89.51","61.91","42.50","44.77","76.97","P 1","2"
"3LXZ","89.96","85.27","87.04","48.05","66.36","88.66","P 1","4"
"3LY0","83.65","73.64","67.65","46.65","50.33","81.44","P 1","2"
"3LYF","78.45","69.72","60.97","67.11","69.63","80.62","P 1","4"
"3LYH","70.35","83.05","72.09","37.84","38.62","39.85","P 1","2"
"3LYP","85.28","71.05","66.71","43.59","53.92","54.50","P 1","2"
"3LZA","90.13","103.27","102.85","45.84","56.51","57.54","P 1","4"
"3LZG","117.37","92.67","100.84","67.68","118.31","120.07","P 1","6"
"3LZT","88.30","107.40","112.20","26.65","30.80","33.63","P 1","1"
"3M0I","76.19","67.50","77.34","40.04","47.03","47.40","P 1","1"
"3M2M","101.10","91.60","110.90","40.10","58.60","121.60","P 1","8"
"3M3I","71.87","80.19","89.57","52.98","98.43","100.76","P 1","8"
"3M3P","65.85","77.41","69.82","33.65","42.72","50.45","P 1","1"
"3M45","75.91","77.02","65.18","42.85","50.53","79.85","P 1","4"
"3M4G","91.78","115.32","119.92","66.46","66.59","68.71","P 1","12"
"3M6S","86.25","74.68","75.10","73.98","109.71","129.90","P 1","6"
"3M8T","78.73","89.43","61.99","42.33","44.76","76.62","P 1","2"
"3M9U","95.47","91.28","105.56","48.50","51.10","125.93","P 1","4"
"3MA7","102.15","92.22","106.21","46.77","50.92","103.17","P 1","2"
"3MAB","83.24","75.47","89.73","29.06","33.55","40.78","P 1","2"
"3MAM","96.07","99.57","96.12","33.79","36.96","57.89","P 1","1"
"3MB9","75.84","67.43","77.16","40.13","47.19","47.52","P 1","1"
"3MBS","88.10","85.75","79.56","18.87","28.92","54.97","P 1","4"
"3MC5","76.10","67.54","76.97","40.15","47.19","47.30","P 1","1"
"3MCJ","95.11","98.05","106.89","40.01","64.07","102.34","P 1","6"
"3MCM","91.13","99.39","111.64","42.82","57.78","105.13","P 1","2"
"3MCN","91.00","80.11","68.29","42.90","58.19","105.08","P 1","2"
"3MCO","82.00","81.00","68.08","42.52","58.47","109.33","P 1","2"
"3MD2","89.98","90.00","112.53","29.25","37.75","122.22","P 1","4"
"3MER","115.49","95.66","84.35","41.44","53.79","53.85","P 1","2"
"3MF4","61.95","81.09","78.76","40.92","53.27","57.91","P 1","2"
"3MFB","69.50","90.04","90.04","50.08","52.31","62.16","P 1","4"
"3MGO","90.00","90.00","90.02","63.21","79.32","87.15","P 1","4"
"3MGT","90.02","89.99","89.96","63.17","79.30","86.74","P 1","4"
"3MHP","106.56","97.01","91.77","47.46","48.82","71.35","P 1","2"
"3MIP","96.45","107.04","108.56","42.54","42.61","71.52","P 1","2"
"3MIS","72.86","72.83","71.17","42.59","42.63","71.58","P 1","2"
"3MIY","98.49","103.65","92.84","39.48","52.05","66.11","P 1","2"
"3MJC","72.79","67.30","89.82","61.47","63.75","71.55","P 1","2"
"3MJE","72.99","67.21","89.79","61.65","63.76","71.74","P 1","2"
"3MJS","72.77","67.09","89.79","61.44","63.71","71.82","P 1","2"
"3MJT","72.84","67.20","89.77","61.40","63.61","71.85","P 1","2"
"3MJV","72.93","67.21","89.76","61.50","63.69","71.92","P 1","2"
"3MKM","66.65","79.39","85.30","45.60","85.23","90.06","P 1","4"
"3MLP","88.99","90.00","77.81","70.49","78.69","103.57","P 1","4"
"3MLR","87.86","85.50","85.82","42.41","43.08","58.21","P 1","1"
"3MLU","89.15","86.25","85.19","42.45","43.17","57.82","P 1","1"
"3MLV","87.91","85.22","85.97","42.55","42.74","116.06","P 1","2"
"3MMH","104.17","105.16","100.50","39.32","39.48","52.25","P 1","2"
"3MMU","64.08","75.07","68.73","87.58","95.79","103.50","P 1","8"
"3MMY","76.63","89.96","89.94","56.40","79.30","93.41","P 1","4"
"3MQT","98.47","96.80","105.04","111.16","146.14","158.71","P 1","24"
"3MUU","60.42","89.80","89.65","67.48","158.43","160.68","P 1","6"
"3MUW","90.00","90.00","90.00","787.18","787.18","787.18","P 1","4"
"3MV7","94.64","103.92","109.31","44.86","62.24","92.56","P 1","1"
"3MV8","101.12","97.60","112.00","44.76","63.61","88.14","P 1","1"
"3MV9","92.04","102.29","109.18","44.90","62.57","98.14","P 1","1"
"3MYJ","81.91","75.90","77.94","50.20","62.83","74.75","P 1","2"
"3N08","105.44","96.50","108.36","37.12","37.85","55.10","P 1","2"
"3N24","85.60","70.47","89.50","48.00","61.09","71.60","P 1","8"
"3N25","95.18","93.38","112.23","82.37","108.75","144.26","P 1","8"
"3N2B","105.31","93.62","90.52","45.39","80.33","118.69","P 1","4"
"3N2C","81.32","80.47","73.76","113.19","108.04","170.77","P 1","16"
"3N2N","63.68","88.19","59.94","65.89","66.11","74.44","P 1","6"
"3N2S","87.68","87.64","65.14","52.55","54.81","90.50","P 1","4"
"3N6Q","90.27","92.97","106.12","91.70","98.06","98.26","P 1","8"
"3N6R","113.87","101.03","108.99","133.89","159.17","153.74","P 1","6"
"3N7A","79.93","80.30","77.60","90.91","95.56","124.47","P 1","24"
"3N87","78.36","81.24","78.58","91.02","96.78","128.11","P 1","24"
"3N8F","85.30","84.06","75.68","58.52","72.54","83.98","P 1","2"
"3N9B","102.32","109.43","104.59","41.58","45.55","53.38","P 1","2"
"3N9R","98.50","90.00","90.00","51.40","104.40","111.90","P 1","8"
"3NAK","85.45","84.04","75.89","57.99","72.27","83.65","P 1","2"
"3NAX","109.27","90.50","62.43","44.67","44.94","42.20","P 1","1"
"3NB3","90.00","90.00","90.00","785.68","785.68","785.68","P 1","3"
"3NBF","68.90","77.29","72.64","60.65","60.68","74.08","P 1","4"
"3NBS","66.28","89.94","73.66","41.75","56.31","60.81","P 1","4"
"3NBU","92.47","97.82","114.57","69.81","72.87","181.85","P 1","6"
"3NCY","81.96","75.93","73.73","79.66","104.15","154.02","P 1","4"
"3NEC","74.70","73.82","68.98","49.53","53.33","68.62","P 1","4"
"3NFD","80.88","76.23","60.92","54.78","56.02","88.28","P 1","6"
"3NH2","82.77","82.92","66.13","60.38","62.56","62.66","P 1","4"
"3NIU","79.93","77.86","72.50","59.20","75.59","83.81","P 1","2"
"3NIV","71.99","84.33","68.79","51.48","55.04","84.72","P 1","4"
"3NIY","84.54","70.82","68.87","58.54","58.55","61.58","P 1","2"
"3NJ3","84.90","70.86","68.93","58.34","58.58","61.66","P 1","2"
"3NM9","92.49","91.12","107.10","44.75","71.70","89.02","P 1","10"
"3NMN","115.78","95.43","105.60","59.98","66.71","72.60","P 1","2"
"3NMW","90.31","89.95","95.16","51.39","52.68","63.45","P 1","2"
"3NNT","91.18","101.27","109.05","36.73","43.55","79.94","P 1","2"
"3NO0","91.57","99.75","113.48","43.51","49.62","120.35","P 1","3"
"3NO1","115.80","109.75","97.58","84.96","90.10","94.66","P 1","6"
"3NRR","119.61","102.04","90.26","51.33","83.83","83.92","P 1","2"
"3NVA","100.99","95.36","108.42","43.45","76.78","98.87","P 1","2"
"3NVD","79.83","69.45","88.22","58.47","73.21","83.79","P 1","2"
"3NWS","116.22","90.29","94.72","61.96","66.87","68.14","P 1","4"
"3NXQ","88.63","64.17","75.70","72.88","76.68","82.65","P 1","2"
"3NY2","65.05","89.98","90.01","29.39","61.46","72.81","P 1","8"
"3NYU","84.26","82.43","64.93","47.63","54.07","150.90","P 1","4"
"3NZK","74.53","87.87","68.98","46.81","47.61","68.41","P 1","2"
"3O0Y","114.32","91.11","100.43","67.95","94.47","93.89","P 1","3"
"3O14","75.96","71.08","63.35","44.10","45.77","65.89","P 1","2"
"3O1N","104.23","97.50","98.70","45.43","46.48","55.79","P 1","2"
"3O33","86.45","81.46","67.84","36.48","48.50","122.73","P 1","4"
"3O37","89.92","89.99","89.80","35.67","63.85","79.30","P 1","4"
"3O3Q","64.94","89.76","71.27","46.92","56.89","61.92","P 1","4"
"3O4G","89.01","109.20","100.21","71.21","97.02","109.49","P 1","4"
"3O4H","105.69","103.52","100.36","71.40","97.98","98.80","P 1","4"
"3O7H","113.18","116.49","94.26","46.80","49.34","51.69","P 1","2"
"3O8J","60.84","67.77","81.92","92.07","118.16","120.66","P 1","10"
"3O98","70.81","74.37","78.64","60.38","76.20","84.22","P 1","2"
"3OA6","81.35","89.84","90.04","37.98","44.09","67.50","P 1","2"
"3OA8","110.02","108.08","108.54","73.17","74.63","74.29","P 1","3"
"3OAM","82.73","74.19","76.97","58.93","68.21","71.48","P 1","4"
"3OAU","92.91","105.05","92.74","39.30","56.63","57.65","P 1","1"
"3OBE","77.80","74.67","68.90","45.74","48.69","79.88","P 1","2"
"3OBL","78.16","62.99","63.14","42.75","47.28","47.37","P 1","2"
"3OCD","112.59","94.33","90.02","47.50","66.03","85.89","P 1","2"
"3ODR","78.67","78.60","73.26","33.77","43.91","64.28","P 1","1"
"3ODS","79.45","80.55","73.84","32.19","44.04","63.46","P 1","1"
"3OE8","96.00","97.78","97.38","69.37","76.60","91.72","P 1","3"
"3OE9","64.66","73.93","61.31","72.50","72.74","84.27","P 1","2"
"3OEA","62.50","85.11","86.22","32.39","48.38","48.99","P 1","2"
"3OFG","63.39","85.74","84.69","29.52","38.15","40.71","P 1","2"
"3OFL","88.46","85.75","69.02","80.99","106.49","237.66","P 1","15"
"3OFM","112.40","89.49","91.30","46.69","47.57","50.57","P 1","1"
"3OG2","109.10","97.30","114.50","67.30","69.10","81.50","P 1","1"
"3OGR","109.03","97.34","114.38","67.43","69.28","81.50","P 1","1"
"3OGS","108.50","97.80","114.40","69.50","70.30","82.40","P 1","1"
"3OGV","108.50","97.70","114.50","67.60","68.70","81.70","P 1","1"
"3OHN","63.92","88.43","76.94","50.02","87.13","95.88","P 1","2"
"3OI7","90.04","89.92","77.22","58.56","74.94","83.61","P 1","4"
"3OKA","92.05","92.68","89.94","44.07","50.02","85.30","P 1","2"
"3OKR","104.18","110.52","88.68","56.08","60.27","74.51","P 1","4"
"3OL6","83.72","83.69","77.85","60.40","60.41","191.43","P 1","4"
"3OL7","83.01","82.93","77.12","60.72","60.77","192.97","P 1","4"
"3OL8","83.06","83.04","76.81","60.78","60.86","193.08","P 1","4"
"3OL9","83.69","83.67","77.45","60.50","60.56","192.35","P 1","4"
"3OLA","83.57","83.56","77.59","60.56","60.56","192.83","P 1","4"
"3OLB","83.82","83.84","77.35","60.53","60.54","192.94","P 1","4"
"3OLN","104.55","93.87","90.08","38.53","46.26","58.31","P 1","2"
"3OLR","99.06","96.53","105.06","45.90","62.77","117.46","P 1","4"
"3OP8","93.83","102.65","90.09","24.29","38.09","49.51","P 1","2"
"3OQ6","91.98","102.95","110.11","44.34","51.31","92.21","P 1","2"
"3ORV","109.94","91.54","105.78","55.53","83.52","107.78","P 1","2"
"3ORX","91.76","89.99","95.41","40.29","115.87","145.72","P 1","8"
"3OS4","81.95","83.39","71.95","47.39","50.68","87.18","P 1","2"
"3OS8","80.40","74.85","62.79","53.70","58.57","93.46","P 1","2"
"3OS9","86.64","74.64","63.43","52.90","59.06","93.76","P 1","4"
"3OSA","85.88","74.75","62.76","53.56","58.48","93.32","P 1","4"
"3OSM","104.15","90.70","107.00","26.24","33.23","38.15","P 1","1"
"3OVG","98.95","92.89","119.86","89.26","89.19","96.06","P 1","6"
"3OVJ","62.28","88.59","88.45","9.54","26.01","25.80","P 1","4"
"3OVO","62.09","115.46","112.95","23.55","21.19","28.14","P 1","1"
"3OW8","114.34","96.44","90.12","64.54","72.92","81.51","P 1","4"
"3OWA","92.80","106.63","105.30","75.61","98.03","107.74","P 1","4"
"3OX8","70.20","84.40","84.45","60.28","68.27","68.32","P 1","2"
"3OXN","86.19","82.89","86.74","50.32","50.49","108.12","P 1","4"
"3OXO","89.60","80.21","75.13","69.12","107.13","134.57","P 1","8"
"3OXU","112.75","110.14","99.96","74.68","82.99","85.61","P 1","3"
"3OYY","90.19","99.52","104.57","38.85","51.99","67.58","P 1","2"
"3OZX","89.15","84.47","69.82","58.37","63.66","81.78","P 1","2"
"3P0A","74.41","74.36","81.48","86.79","122.13","149.30","P 1","20"
"3P0J","74.47","80.83","77.13","57.52","111.93","141.04","P 1","4"
"3P0S","59.98","67.93","72.27","245.40","245.60","245.70","P 1","1"
"3P4G","99.06","92.30","97.47","57.50","70.78","84.25","P 1","4"
"3P6Z","99.38","110.46","92.26","52.21","62.26","67.51","P 1","2"
"3P9D","85.23","81.15","61.17","159.10","162.54","268.10","P 1","2"
"3P9E","85.23","81.15","61.17","159.10","162.54","268.10","P 1","2"
"3PAY","93.88","102.08","103.54","67.11","78.78","84.11","P 1","4"
"3PDE","95.75","91.71","105.31","48.54","51.17","126.57","P 1","4"
"3PDM","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"3PEA","89.04","90.01","75.47","68.95","75.12","89.49","P 1","6"
"3PF6","70.14","84.61","83.86","31.89","40.82","46.27","P 1","4"
"3PIE","110.07","105.70","103.75","115.72","132.29","143.89","P 1","4"
"3PIF","109.92","105.81","104.00","116.27","132.58","144.07","P 1","4"
"3PKI","118.09","91.39","115.80","77.37","90.20","90.18","P 1","6"
"3PL2","101.86","95.72","92.11","45.91","79.49","81.70","P 1","4"
"3PLU","83.44","89.85","85.84","35.23","36.34","36.78","P 1","2"
"3PM8","68.53","65.75","64.49","47.02","51.38","51.64","P 1","2"
"3PN7","77.41","85.94","73.61","50.74","68.78","79.31","P 1","2"
"3PNM","77.93","77.90","71.02","59.76","82.53","93.07","P 1","4"
"3PNO","77.91","78.14","71.07","59.69","82.56","92.86","P 1","4"
"3PNW","80.96","82.82","90.06","76.71","93.73","159.93","P 1","8"
"3PQJ","90.03","89.96","105.34","40.59","47.84","54.70","P 1","4"
"3PQK","90.03","90.00","120.03","34.23","34.23","140.83","P 1","6"
"3PR8","89.92","85.55","86.50","48.03","66.01","88.85","P 1","4"
"3PSL","98.79","90.95","117.48","45.95","48.61","63.31","P 1","2"
"3PUB","93.26","94.04","103.47","41.85","49.32","54.79","P 1","2"
"3PUF","105.90","103.71","111.42","90.07","108.37","114.26","P 1","6"
"3PUY","86.91","80.87","74.32","76.55","96.28","112.28","P 1","2"
"3PUZ","90.05","102.57","105.01","80.02","93.36","119.76","P 1","2"
"3PV0","90.48","102.13","104.21","78.54","92.63","119.13","P 1","2"
"3PVA","88.30","83.40","84.60","47.40","129.60","156.70","P 1","8"
"3PVE","72.28","68.53","65.44","41.62","45.58","51.51","P 1","2"
"3PVZ","102.71","95.15","100.35","69.92","74.84","88.79","P 1","4"
"3PWJ","81.98","76.20","78.11","50.18","62.85","74.70","P 1","2"
"3PXM","84.90","80.25","83.90","29.89","39.65","45.15","P 1","2"
"3PXS","109.94","91.54","105.78","55.53","83.52","107.78","P 1","2"
"3PXT","109.94","91.54","105.78","55.53","83.52","107.78","P 1","2"
"3PXW","109.94","91.54","105.78","55.53","83.52","107.78","P 1","2"
"3Q0Q","71.61","85.73","77.99","36.44","43.03","60.85","P 1","1"
"3Q0R","71.93","85.36","77.58","36.48","43.12","60.61","P 1","1"
"3Q10","101.33","94.91","94.37","44.81","77.24","98.46","P 1","4"
"3Q12","100.67","95.33","94.43","44.73","77.05","98.76","P 1","4"
"3Q5C","112.77","90.00","110.44","23.64","33.84","40.40","P 1","4"
"3Q9B","98.09","95.15","115.33","118.66","119.73","119.53","P 1","12"
"3Q9C","98.47","94.41","115.89","117.46","120.15","118.45","P 1","12"
"3Q9E","98.23","94.89","115.73","117.64","119.50","118.44","P 1","12"
"3Q9F","98.34","94.94","114.95","118.25","119.65","119.57","P 1","12"
"3Q9N","89.78","112.42","90.03","53.12","56.56","56.98","P 1","2"
"3Q9U","89.96","90.14","113.44","53.90","57.62","58.23","P 1","2"
"3QA8","71.28","79.56","86.04","103.17","140.34","161.17","P 1","8"
"3QC9","88.07","90.26","68.78","58.70","89.96","122.64","P 1","4"
"3QCW","90.61","90.87","92.18","60.95","114.54","159.58","P 1","2"
"3QF7","98.64","111.14","92.03","49.15","68.40","71.11","P 1","2"
"3QFH","89.98","90.37","116.79","85.50","94.70","123.00","P 1","8"
"3QGM","74.99","87.33","85.76","54.25","68.84","70.15","P 1","4"
"3QHP","101.44","94.87","90.58","35.79","40.71","53.74","P 1","2"
"3QHS","78.56","86.16","59.86","61.91","62.15","81.26","P 1","12"
"3QI5","81.23","88.40","89.15","41.23","41.22","82.14","P 1","2"
"3QKC","66.69","89.28","89.98","43.20","48.79","61.59","P 1","2"
"3QM3","113.27","95.34","95.75","77.00","101.97","105.66","P 1","8"
"3QQI","64.25","80.04","72.12","38.63","62.32","66.03","P 1","2"
"3QQU","65.37","89.42","84.67","63.79","90.93","96.97","P 1","4"
"3QTI","103.94","102.58","90.04","42.69","47.10","81.20","P 1","2"
"3QU4","89.97","89.97","90.00","69.94","76.22","95.59","P 1","8"
"3QX8","86.09","73.33","83.38","40.69","46.97","66.12","P 1","3"
"3QX9","87.14","73.56","84.56","40.49","46.51","65.82","P 1","3"
"3QXF","69.96","74.36","78.22","54.82","87.93","91.75","P 1","4"
"3QXY","78.33","70.05","63.75","61.46","64.99","73.89","P 1","2"
"3QYQ","62.90","89.80","88.85","70.92","72.19","73.05","P 1","4"
"3QZW","73.71","71.84","81.43","66.24","67.02","101.14","P 1","4"
"3R05","89.60","89.98","87.96","61.03","114.57","160.13","P 1","2"
"3R0R","90.01","89.33","90.07","193.61","202.16","230.98","P 1","1"
"3R1C","89.98","88.61","77.29","39.70","76.89","85.40","P 1","36"
"3R5X","73.36","84.96","75.46","56.34","68.99","92.39","P 1","4"
"3R66","70.59","84.24","83.91","39.01","56.14","74.02","P 1","2"
"3R8Y","97.41","93.19","115.71","52.42","52.22","134.55","P 1","6"
"3RAQ","98.97","103.82","93.72","52.19","62.08","91.46","P 1","2"
"3RAX","98.50","103.82","93.29","52.88","61.65","92.68","P 1","2"
"3RC0","78.73","70.60","64.21","61.62","64.50","73.76","P 1","2"
"3RCW","100.61","90.75","93.89","43.14","51.24","130.63","P 1","8"
"3RDV","100.06","105.76","108.39","38.21","45.74","49.36","P 1","4"
"3RFU","89.96","90.04","90.22","44.15","72.98","329.95","P 1","4"
"3RHK","88.41","68.10","85.52","53.47","58.67","64.96","P 1","2"
"3RLS","71.78","89.86","83.31","32.64","44.27","62.16","P 1","2"
"3RQ1","102.40","101.37","102.95","55.99","81.06","106.39","P 1","4"
"3RYB","100.66","101.31","103.45","42.38","58.92","61.40","P 1","1"
"3RZA","89.67","73.38","72.36","47.00","57.81","79.86","P 1","2"
"3RZP","110.43","119.22","99.33","71.32","71.19","71.46","P 1","4"
"3S19","109.98","119.51","99.50","71.33","71.33","71.33","P 1","4"
"3S3T","102.13","100.53","90.36","49.01","56.19","109.14","P 1","8"
"3S55","81.77","76.78","74.23","69.36","84.97","100.89","P 1","8"
"3S7V","87.01","98.23","108.65","70.33","82.78","142.06","P 1","10"
"3S8P","100.99","108.05","89.76","46.42","50.13","74.84","P 1","2"
"3S90","83.27","79.05","69.79","48.83","61.18","71.42","P 1","2"
"3SB4","109.80","93.75","91.05","52.21","62.13","66.86","P 1","2"
"3SBX","106.70","90.13","98.81","67.24","80.12","85.69","P 1","8"
"3SLI","112.78","95.62","107.14","46.20","69.29","72.32","P 1","1"
"424D","82.62","116.20","80.68","40.54","40.11","40.47","P 1","6"
"434D","110.50","96.90","96.90","26.30","28.90","28.90","P 1","2"
"435D","104.29","104.22","91.66","26.68","26.70","30.46","P 1","2"
"464D","110.37","96.62","96.62","26.38","29.00","29.00","P 1","2"
"474D","86.01","84.37","68.90","32.66","32.77","37.71","P 1","4"
"487D","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"4AKE","67.70","77.90","88.40","31.80","54.50","71.30","P 1","2"
"4CLN","93.24","97.08","88.86","29.57","53.92","24.78","P 1","1"
"4FAB","82.10","87.30","84.60","58.30","43.90","42.50","P 1","1"
"4FGF","59.50","72.00","75.60","30.90","33.40","35.90","P 1","1"
"4GPD","110.85","71.47","116.86","83.02","80.96","82.54","P 1","4"
"4IFM","90.00","90.00","90.00","1.00","1.00","1.00","P 1","1"
"4LZT","88.52","108.53","111.89","27.24","31.87","34.23","P 1","1"
"4PRO","109.40","99.20","102.40","53.80","61.90","72.60","P 1","2"
"4SLI","112.93","95.60","106.86","46.26","69.44","72.32","P 1","1"
"6ADH","104.40","101.90","70.70","52.00","44.60","94.40","P 1","2"
"6RXN","101.00","83.40","104.50","24.92","17.79","19.72","P 1","1"
"7AAT","85.20","109.20","115.60","55.60","58.70","75.90","P 1","2"
"7LYZ","88.00","108.00","112.00","27.40","31.90","34.40","P 1","1"
"8AAT","85.10","109.20","115.90","55.53","58.68","75.77","P 1","2"
"9AAT","85.20","109.30","115.70","55.67","58.66","75.79","P 1","2"
"9GAA","80.80","90.50","105.10","46.30","52.80","62.40","P 1","2"
"9GAC","80.80","90.50","105.10","46.30","52.80","62.40","P 1","2"
"9GAF","80.80","90.50","105.10","46.30","52.80","62.40","P 1","2"


